Kind,Name,AvgCyclomatic,CountLine,CountLineCode,CountLineComment,Cyclomatic,MaxCyclomatic,MaxInheritanceTree,MaxNesting,RatioCommentToCode,SumCyclomatic
Function,"state_metrics.tests.test_hilbert_schmidt_inner_product.test_hilbert_schmidt_inner_product_hadamard_hadamard",,8,4,3,1,,,0,0.75,
Function,"state_metrics.tests.test_hilbert_schmidt_inner_product.test_hilbert_schmidt_inner_product_is_conjugate_symmetric",,7,6,1,1,,,0,0.17,
Function,"state_metrics.tests.test_hilbert_schmidt_inner_product.test_hilbert_schmidt_inner_product_linearity",,13,12,1,1,,,0,0.08,
Function,"state_metrics.tests.test_matsumoto_fidelity.test_matsumoto_fidelity",,4,3,1,1,,,0,0.33,
Function,"state_metrics.tests.test_matsumoto_fidelity.test_matsumoto_fidelity_invalid_input",,4,3,1,1,,,1,0.33,
Function,"state_metrics.tests.test_sub_fidelity.test_non_square_sub_fidelity",,6,5,1,1,,,1,0.20,
Function,"state_metrics.tests.test_sub_fidelity.test_sub_fidelity_default",,7,5,1,1,,,0,0.20,
Function,"state_metrics.tests.test_sub_fidelity.test_sub_fidelity_invalid_dim_sub_fidelity",,6,5,1,1,,,1,0.20,
Function,"state_metrics.tests.test_sub_fidelity.test_sub_fidelity_lower_bound_1",,8,6,1,1,,,0,0.17,
Function,"state_metrics.tests.test_sub_fidelity.test_sub_fidelity_lower_bound_2",,8,6,1,1,,,0,0.17,
Function,"state_metrics.tests.test_trace_distance.test_trace_distance_non_density_matrix",,7,5,1,1,,,1,0.20,
Function,"state_metrics.tests.test_trace_distance.test_trace_distance_same_state",,13,9,1,1,,,0,0.11,
Function,"state_metrics.trace_distance.trace_distance",,53,4,36,2,,,1,9.00,
Package,"state_ops",0,3,1,1,,0,,0,,0
Package,"state_ops",7,160,52,77,,8,,2,,13
Package,"state_ops",0,1,0,1,,0,,0,,0
Package,"state_ops",0,0,0,0,,0,,0,,0
Package,"state_ops",0,0,0,0,,0,,0,,0
Package,"state_ops",0,0,0,0,,0,,0,,0
Function,"state_ops.schmidt_decomposition._operator_schmidt_decomposition",,48,25,15,5,,,1,0.60,
Function,"state_ops.schmidt_decomposition.schmidt_decomposition",,105,26,61,8,,,2,2.35,
Package,"state_ops.tests",0,1,0,1,,0,,0,,0
Package,"state_ops.tests",1,166,127,24,,2,,1,,8
Function,"state_ops.tests.test_schmidt_decomposition.test_allclose_phi5",,15,14,1,1,,,0,0.07,
Function,"state_ops.tests.test_schmidt_decomposition.test_schmidt_decomp_random_operator",,9,8,1,1,,,0,0.13,
Function,"state_ops.tests.test_schmidt_decomposition.test_schmidt_decomp_random_state",,9,8,1,1,,,0,0.13,
Function,"state_ops.tests.test_schmidt_decomposition.test_schmidt_decomposition_input_dim",,13,12,1,2,,,1,0.08,
Function,"state_ops.tests.test_schmidt_decomposition.test_schmidt_decomposition_no_input_dim",,16,13,1,2,,,1,0.08,
Package,"state_opt",0,11,6,3,,0,,0,,0
Package,"state_opt",14,149,52,67,,14,,5,,14
Package,"state_opt",3,186,58,90,,6,,3,,10
Package,"state_opt",4,207,89,81,,6,,4,,12
Package,"state_opt",2,248,85,103,,6,,2,,10
Package,"state_opt",2,282,97,120,,6,,2,,10
Package,"state_opt",2,18,9,4,,2,,1,,4
Package,"state_opt",9,199,52,113,,9,,2,,9
Package,"state_opt",0,1,0,1,,0,,0,,0
Package,"state_opt",0,0,0,0,,0,,0,,0
Package,"state_opt",0,0,0,0,,0,,0,,0
Package,"state_opt",0,0,0,0,,0,,0,,0
Package,"state_opt",0,0,0,0,,0,,0,,0
Package,"state_opt",0,0,0,0,,0,,0,,0
Package,"state_opt",0,0,0,0,,0,,0,,0
Function,"state_opt.bell_inequality_max.bell_inequality_max",,138,47,66,14,,,5,1.40,
Function,"state_opt.optimal_clone.dual_problem",,17,10,3,2,,,1,0.30,
Function,"state_opt.optimal_clone.optimal_clone",,124,25,79,6,,,3,3.16,
Function,"state_opt.optimal_clone.primal_problem",,31,18,7,2,,,1,0.39,
Function,"state_opt.ppt_distinguishability._min_error_dual",,36,30,1,2,,,1,0.03,
Function,"state_opt.ppt_distinguishability._min_error_primal",,43,35,2,6,,,4,0.06,
Function,"state_opt.ppt_distinguishability.ppt_distinguishability",,115,20,77,4,,,1,3.85,
Function,"state_opt.state_distinguishability._min_error_dual",,22,15,3,1,,,0,0.20,
Function,"state_opt.state_distinguishability._min_error_primal",,22,17,1,1,,,0,0.06,
Function,"state_opt.state_distinguishability._unambiguous_dual",,24,15,3,1,,,0,0.20,
Function,"state_opt.state_distinguishability._unambiguous_primal",,22,14,3,1,,,0,0.21,
Function,"state_opt.state_distinguishability.state_distinguishability",,141,20,92,6,,,2,4.60,
Function,"state_opt.state_exclusion._min_error_dual",,22,15,3,1,,,0,0.20,
Function,"state_opt.state_exclusion._min_error_primal",,24,17,4,1,,,0,0.24,
Function,"state_opt.state_exclusion._unambiguous_dual",,31,22,3,1,,,0,0.14,
Function,"state_opt.state_exclusion._unambiguous_primal",,28,19,3,1,,,0,0.16,
Function,"state_opt.state_exclusion.state_exclusion",,160,20,106,6,,,2,5.30,
Function,"state_opt.state_helper.__is_probs_valid",,5,4,1,2,,,1,0.25,
Function,"state_opt.state_helper.__is_states_valid",,6,4,2,2,,,1,0.50,
Function,"state_opt.symmetric_extension_hierarchy.symmetric_extension_hierarchy",,188,47,112,9,,,2,2.38,
Package,"state_opt.tests",0,1,0,1,,0,,0,,0
Package,"state_opt.tests",1,90,60,15,,1,,1,,5
Package,"state_opt.tests",1,48,32,8,,1,,0,,3
Package,"state_opt.tests",1,265,184,34,,1,,1,,6
Package,"state_opt.tests",1,78,54,10,,1,,1,,4
Package,"state_opt.tests",1,102,79,10,,1,,1,,4
Package,"state_opt.tests",1,147,97,17,,1,,1,,8
Function,"state_opt.tests.test_bell_inequality_max.test_bell_inequality_max_degenerate",,7,3,3,1,,,0,1.00,
Function,"state_opt.tests.test_bell_inequality_max.test_bell_inequality_max_invalid",,7,3,3,1,,,1,1.00,
Function,"state_opt.tests.test_bell_inequality_max.test_bell_inequality_max_minimal",,9,4,4,1,,,0,1.00,
Function,"state_opt.tests.test_bell_inequality_max.test_bell_inequality_max_valid",,4,3,1,1,,,0,0.33,
Function,"state_opt.tests.test_optimal_clone.test_optimal_clone",,5,4,1,1,,,0,0.25,
Function,"state_opt.tests.test_optimal_clone.test_optimal_clone_default_reps_strategy",,5,4,1,1,,,0,0.25,
Function,"state_opt.tests.test_ppt_distinguishability.test_ppr_state_distinguishability_invalid_strategy",,14,13,1,1,,,1,0.08,
Function,"state_opt.tests.test_ppt_distinguishability.test_ppt_distinguishability_four_bell_states",,64,36,17,1,,,0,0.47,
Function,"state_opt.tests.test_ppt_distinguishability.test_ppt_distinguishability_yyd_density_matrices",,53,42,4,1,,,0,0.10,
Function,"state_opt.tests.test_ppt_distinguishability.test_ppt_distinguishability_yyd_states_no_probs",,38,26,4,1,,,0,0.15,
Function,"state_opt.tests.test_ppt_distinguishability.test_ppt_distinguishability_yyd_vectors",,49,38,4,1,,,0,0.11,
Function,"state_opt.tests.test_ppt_distinguishability.test_ppt_state_distinguishability_invalid_vectors",,14,13,1,1,,,1,0.08,
Function,"state_opt.tests.test_state_distinguishability.test_state_distinguishability_invalid_vectors",,6,5,1,1,,,1,0.20,
Function,"state_opt.tests.test_state_distinguishability.test_state_distinguishability_min_error",,4,3,1,1,,,0,0.33,
Function,"state_opt.tests.test_state_distinguishability.test_state_distinguishability_unambiguous",,6,5,1,1,,,0,0.20,
Function,"state_opt.tests.test_state_exclusion.test_state_exclusion_invalid_vectors",,4,3,1,1,,,1,0.33,
Function,"state_opt.tests.test_state_exclusion.test_state_exclusion_min_error",,4,3,1,1,,,0,0.33,
Function,"state_opt.tests.test_state_exclusion.test_state_exclusion_unambiguous",,7,5,2,1,,,0,0.40,
Function,"state_opt.tests.test_symmetric_extension_hierarchy.test_invalid_symmetric_extension_hierarchy_probs",,7,6,1,1,,,1,0.17,
Function,"state_opt.tests.test_symmetric_extension_hierarchy.test_invalid_symmetric_extension_hierarchy_states",,5,4,1,1,,,1,0.25,
Function,"state_opt.tests.test_symmetric_extension_hierarchy.test_symmetric_extension_hierarchy_extremal_werner_states",,12,7,4,1,,,0,0.57,
Function,"state_opt.tests.test_symmetric_extension_hierarchy.test_symmetric_extension_hierarchy_four_bell_density_matrices",,10,9,1,1,,,0,0.11,
Function,"state_opt.tests.test_symmetric_extension_hierarchy.test_symmetric_extension_hierarchy_four_bell_states",,5,4,1,1,,,0,0.25,
Function,"state_opt.tests.test_symmetric_extension_hierarchy.test_symmetric_extension_hierarchy_four_bell_with_resource_state",,28,21,2,1,,,0,0.10,
Function,"state_opt.tests.test_symmetric_extension_hierarchy.test_symmetric_extension_hierarchy_four_bell_with_resource_state_lvl_1",,30,21,4,1,,,0,0.19,
Function,"state_opt.tests.test_symmetric_extension_hierarchy.test_symmetric_extension_hierarchy_three_bell_with_resource_state",,24,18,2,1,,,0,0.11,
Package,"state_props",0,0,0,0,,0,,0,,0
Package,"state_props",0,0,0,0,,0,,0,,0
Package,"state_props",0,0,0,0,,0,,0,,0
Package,"state_props",0,0,0,0,,0,,0,,0
Package,"state_props",0,26,24,1,,0,,0,,0
Package,"state_props",1,78,6,49,,1,,0,,1
Package,"state_props",2,89,11,51,,2,,1,,2
Package,"state_props",0,0,0,0,,0,,0,,0
Package,"state_props",10,105,36,45,,10,,2,,10
Package,"state_props",7,140,35,74,,7,,2,,7
Package,"state_props",3,84,10,53,,3,,1,,3
Package,"state_props",1,68,6,40,,1,,0,,1
Package,"state_props",1,51,5,31,,1,,0,,1
Package,"state_props",3,65,9,36,,3,,2,,3
Package,"state_props",0,0,0,0,,0,,0,,0
Package,"state_props",1,44,4,26,,1,,0,,1
Package,"state_props",2,75,9,45,,2,,1,,2
Package,"state_props",7,104,17,64,,7,,5,,7
Package,"state_props",0,0,0,0,,0,,0,,0
Package,"state_props",1,44,4,27,,1,,0,,1
Package,"state_props",3,92,15,56,,3,,1,,3
Package,"state_props",5,139,53,54,,11,,3,,16
Package,"state_props",4,79,10,50,,4,,3,,4
Package,"state_props",33,313,165,101,,33,,4,,33
Package,"state_props",0,0,0,0,,0,,0,,0
Package,"state_props",9,117,34,59,,9,,4,,9
Package,"state_props",1,53,5,32,,1,,0,,1
Package,"state_props",6,79,28,31,,6,,2,,6
Package,"state_props",6,80,28,32,,6,,2,,6
Package,"state_props",2,62,6,38,,2,,1,,2
Package,"state_props",5,126,29,62,,5,,2,,10
Package,"state_props",4,72,15,38,,4,,1,,4
Package,"state_props",0,1,0,1,,0,,0,,0
Package,"state_props",0,0,0,0,,0,,0,,0
Package,"state_props",0,0,0,0,,0,,0,,0
Package,"state_props",0,0,0,0,,0,,0,,0
Package,"state_props",0,0,0,0,,0,,0,,0
Package,"state_props",0,0,0,0,,0,,0,,0
Package,"state_props",0,0,0,0,,0,,0,,0
Package,"state_props",0,0,0,0,,0,,0,,0
Package,"state_props",0,0,0,0,,0,,0,,0
Package,"state_props",0,0,0,0,,0,,0,,0
Package,"state_props",0,0,0,0,,0,,0,,0
Package,"state_props",0,0,0,0,,0,,0,,0
Package,"state_props",0,0,0,0,,0,,0,,0
Package,"state_props",0,0,0,0,,0,,0,,0
Package,"state_props",0,0,0,0,,0,,0,,0
Package,"state_props",0,0,0,0,,0,,0,,0
Package,"state_props",0,0,0,0,,0,,0,,0
Package,"state_props",0,0,0,0,,0,,0,,0
Package,"state_props",0,0,0,0,,0,,0,,0
Package,"state_props",0,0,0,0,,0,,0,,0
Package,"state_props",0,0,0,0,,0,,0,,0
Package,"state_props",0,0,0,0,,0,,0,,0
Package,"state_props",0,0,0,0,,0,,0,,0
Package,"state_props",0,0,0,0,,0,,0,,0
Package,"state_props",2,91,8,58,,2,,1,,2
Package,"state_props",0,0,0,0,,0,,0,,0
Function,"state_props.common_quantum_overlap.common_quantum_overlap",,70,4,48,1,,,0,12.00,
Function,"state_props.concurrence.concurrence",,79,9,48,2,,,1,5.33,
Function,"state_props.entanglement_of_formation.entanglement_of_formation",,96,32,44,10,,,2,1.38,
Function,"state_props.has_symmetric_extension.has_symmetric_extension",,130,30,73,7,,,2,2.43,
Function,"state_props.in_separable_ball.in_separable_ball",,79,9,52,3,,,1,5.78,
Function,"state_props.is_antidistinguishable.is_antidistinguishable",,58,4,37,1,,,0,9.25,
Function,"state_props.is_distinguishable.is_distinguishable",,41,3,28,1,,,0,9.33,
Function,"state_props.is_ensemble.is_ensemble",,58,7,35,3,,,2,5.00,
Function,"state_props.is_mixed.is_mixed",,37,2,25,1,,,0,12.50,
Function,"state_props.is_mutually_orthogonal.is_mutually_orthogonal",,68,7,44,2,,,1,6.29,
Function,"state_props.is_mutually_unbiased_basis.is_mutually_unbiased_basis",,97,15,63,7,,,5,4.20,
Function,"state_props.is_npt.is_npt",,37,2,26,1,,,0,13.00,
Function,"state_props.is_ppt.is_ppt",,84,12,55,3,,,1,4.58,
Function,"state_props.is_product._is_product",,48,32,10,11,,,3,0.31,
Function,"state_props.is_product._operator_is_product",,31,16,8,4,,,1,0.50,
Function,"state_props.is_product.is_product",,48,2,35,1,,,0,17.50,
Function,"state_props.is_pure.is_pure",,74,9,49,4,,,3,5.44,
Function,"state_props.is_separable.is_separable",,292,150,100,33,,,4,0.67,
Function,"state_props.is_unextendible_product_basis.is_unextendible_product_basis",,105,28,58,9,,,4,2.07,
Function,"state_props.l1_norm_coherence.l1_norm_coherence",,46,3,31,1,,,0,10.33,
Function,"state_props.log_negativity.log_negativity",,71,25,30,6,,,2,1.20,
Function,"state_props.negativity.negativity",,72,25,31,6,,,2,1.24,
Function,"state_props.purity.purity",,55,4,37,2,,,1,9.25,
Function,"state_props.schmidt_rank._operator_schmidt_rank",,26,16,4,5,,,1,0.25,
Function,"state_props.schmidt_rank.schmidt_rank",,91,11,57,5,,,2,5.18,
Function,"state_props.sk_vec_norm.sk_vector_norm",,65,13,37,4,,,1,2.85,
Package,"state_props.tests",0,1,0,1,,0,,0,,0
Package,"state_props.tests",1,46,32,8,,1,,0,,1
Package,"state_props.tests",1,37,24,6,,1,,1,,3
Package,"state_props.tests",1,64,44,13,,1,,1,,3
Package,"state_props.tests",1,51,34,11,,1,,1,,2
Package,"state_props.tests",1,30,19,6,,1,,0,,2
Package,"state_props.tests",1,20,12,4,,1,,0,,1
Package,"state_props.tests",1,20,12,4,,1,,0,,1
Package,"state_props.tests",1,20,12,4,,1,,0,,1
Package,"state_props.tests",1,20,12,3,,1,,0,,2
Package,"state_props.tests",1,53,31,16,,1,,1,,2
Package,"state_props.tests",1,83,69,7,,1,,0,,2
Package,"state_props.tests",1,29,17,8,,1,,0,,1
Package,"state_props.tests",1,27,16,7,,1,,0,,1
Package,"state_props.tests",1,40,25,10,,1,,0,,2
Package,"state_props.tests",1,33,22,6,,1,,0,,2
Package,"state_props.tests",1,215,151,28,,2,,1,,17
Package,"state_props.tests",1,49,33,9,,1,,1,,3
Package,"state_props.tests",1,12,6,2,,1,,0,,1
Package,"state_props.tests",1,42,29,7,,1,,1,,2
Package,"state_props.tests",1,46,33,7,,1,,1,,2
Package,"state_props.tests",1,34,22,6,,1,,1,,2
Package,"state_props.tests",1,64,39,16,,1,,0,,4
Package,"state_props.tests",1,31,19,4,,1,,0,,3
Package,"state_props.tests",1,34,22,6,,1,,1,,2
Function,"state_props.tests.test_common_quantum_overlap.test_common_quantum_overlap_parametrized",,4,3,1,1,,,0,0.33,
Function,"state_props.tests.test_concurrence.test_concurrence",,4,3,1,1,,,0,0.33,
Function,"state_props.tests.test_concurrence.test_concurrence_invalid_input",,4,3,1,1,,,1,0.33,
Function,"state_props.tests.test_entanglement_of_formation.test_entanglement_of_formation",,3,2,1,1,,,0,0.50,
Function,"state_props.tests.test_entanglement_of_formation.test_entanglement_of_formation_invalid",,4,3,1,1,,,1,0.33,
Function,"state_props.tests.test_has_symmetric_extension.test_has_symmetric_extension",,3,2,1,1,,,0,0.50,
Function,"state_props.tests.test_has_symmetric_extension.test_has_symmetric_extension_invalid_dim",,5,4,1,1,,,1,0.25,
Function,"state_props.tests.test_in_separable_ball.test_in_separable_ball",,3,2,1,1,,,0,0.50,
Function,"state_props.tests.test_is_antidistinguishable.test_is_antidistinguishable",,3,2,1,1,,,0,0.50,
Function,"state_props.tests.test_is_distinguishable.test_is_distinguishable",,3,2,1,1,,,0,0.50,
Function,"state_props.tests.test_is_ensemble.test_is_ensemble",,3,2,1,1,,,0,0.50,
Function,"state_props.tests.test_is_mixed.test_is_mixed",,3,2,1,1,,,0,0.50,
Function,"state_props.tests.test_is_mutually_orthogonal.test_is_mutually_orthogonal",,3,2,1,1,,,0,0.50,
Function,"state_props.tests.test_is_mutually_orthogonal.test_is_mutually_orthogonal_basis_invalid_input",,4,3,1,1,,,1,0.33,
Function,"state_props.tests.test_is_mutually_unbiased_basis.test_is_mutually_unbiased",,3,2,1,1,,,0,0.50,
Function,"state_props.tests.test_is_npt.test_is_npt",,3,2,1,1,,,0,0.50,
Function,"state_props.tests.test_is_ppt.test_is_ppt",,3,2,1,1,,,0,0.50,
Function,"state_props.tests.test_is_product.test_is_product",,4,3,1,1,,,0,0.33,
Function,"state_props.tests.test_is_pure.test_is_pure_state",,3,2,1,1,,,0,0.50,
Function,"state_props.tests.test_is_separable.test_entangled_breuer_hall",,6,4,2,1,,,0,0.50,
Function,"state_props.tests.test_is_separable.test_entangled_cross_norm_realignment_criterion",,12,11,1,1,,,0,0.09,
Function,"state_props.tests.test_is_separable.test_entangled_ppt_criterion",,4,3,1,1,,,0,0.33,
Function,"state_props.tests.test_is_separable.test_entangled_qutrit_qutrit",,8,6,2,1,,,0,0.33,
Function,"state_props.tests.test_is_separable.test_entangled_realignment_criterion",,10,7,3,2,,,1,0.43,
Function,"state_props.tests.test_is_separable.test_entangled_symmetric_extension",,19,16,3,1,,,0,0.19,
Function,"state_props.tests.test_is_separable.test_entangled_zhang_realignment_criterion",,10,8,2,1,,,0,0.25,
Function,"state_props.tests.test_is_separable.test_invalid_dim_parameter",,6,5,1,1,,,1,0.20,
Function,"state_props.tests.test_is_separable.test_non_positive_semidefinite_matrix",,5,4,1,1,,,1,0.25,
Function,"state_props.tests.test_is_separable.test_ppt_low_rank",,16,14,1,1,,,0,0.07,
Function,"state_props.tests.test_is_separable.test_ppt_small_dimensions",,9,7,1,1,,,0,0.14,
Function,"state_props.tests.test_is_separable.test_psd_matrix_local_dim_one",,3,2,1,1,,,0,0.50,
Function,"state_props.tests.test_is_separable.test_separable_based_on_eigenvalues",,13,10,3,1,,,0,0.30,
Function,"state_props.tests.test_is_separable.test_separable_closeness_to_maximally_mixed_state",,17,16,1,1,,,0,0.06,
Function,"state_props.tests.test_is_separable.test_separable_schmidt_rank",,17,16,1,1,,,0,0.06,
Function,"state_props.tests.test_is_separable.test_separable_small_rank1_perturbation_of_maximally_mixed_state",,17,16,1,1,,,0,0.06,
Function,"state_props.tests.test_is_unextendible_product_basis.test_unextendible_product_basis",,4,3,1,1,,,0,0.33,
Function,"state_props.tests.test_is_unextendible_product_basis.test_unextendible_product_basis_invalid",,4,3,1,1,,,1,0.33,
Function,"state_props.tests.test_l1_norm_coherence.test_l1_norm_coherence_maximally_coherence",,5,4,1,1,,,0,0.25,
Function,"state_props.tests.test_log_negativity.test_log_negativity",,3,2,1,1,,,0,0.50,
Function,"state_props.tests.test_log_negativity.test_log_negativity_invalid_input",,4,3,1,1,,,1,0.33,
Function,"state_props.tests.test_negativity.test_negativity",,3,2,1,1,,,0,0.50,
Function,"state_props.tests.test_negativity.test_negativity_invalid_input",,4,3,1,1,,,1,0.33,
Function,"state_props.tests.test_purity.test_purity",,3,2,1,1,,,0,0.50,
Function,"state_props.tests.test_purity.test_purity_invalid",,4,3,1,1,,,1,0.33,
Function,"state_props.tests.test_schmidt_rank.test_schmidt_rank_bell_state",,3,2,1,1,,,0,0.50,
Function,"state_props.tests.test_schmidt_rank.test_schmidt_rank_entangled_state",,9,8,1,1,,,0,0.13,
Function,"state_props.tests.test_schmidt_rank.test_schmidt_rank_singlet_state",,4,3,1,1,,,0,0.33,
Function,"state_props.tests.test_sk_vec_norm.test_sk_norm_maximally_entagled_state",,5,4,1,1,,,0,0.25,
Function,"state_props.tests.test_sk_vec_norm.test_sk_norm_maximally_entagled_state_with_dim",,5,4,1,1,,,0,0.25,
Function,"state_props.tests.test_sk_vec_norm.test_sk_norm_maximally_entagled_state_with_none_dim",,5,4,1,1,,,0,0.25,
Function,"state_props.tests.test_von_neumann_entropy.test_von_neumann_entropy",,3,2,1,1,,,0,0.50,
Function,"state_props.tests.test_von_neumann_entropy.test_von_neumann_invalid_input",,4,3,1,1,,,1,0.33,
Function,"state_props.von_neumann_entropy.von_neumann_entropy",,84,6,57,2,,,1,9.50,
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,27,22,3,,0,,0,,0
Package,"states",2,55,7,31,,2,,1,,2
Package,"states",1,48,6,29,,1,,0,,1
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",5,66,14,37,,5,,0,,5
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",2,76,12,47,,2,,1,,2
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",2,53,10,27,,2,,1,,2
Package,"states",3,65,12,40,,3,,1,,3
Package,"states",4,74,16,41,,4,,1,,4
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",10,105,24,61,,10,,0,,10
Package,"states",1,108,6,77,,1,,0,,1
Package,"states",6,85,15,48,,6,,1,,6
Package,"states",2,69,14,40,,2,,1,,2
Package,"states",5,161,42,96,,5,,1,,5
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",1,66,5,46,,1,,0,,1
Package,"states",3,65,8,39,,3,,1,,3
Package,"states",2,75,6,46,,2,,1,,2
Package,"states",6,86,33,33,,7,,3,,12
Package,"states",3,66,17,30,,3,,2,,3
Package,"states",1,74,4,53,,1,,0,,1
Package,"states",0,1,0,1,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",6,81,16,49,,6,,0,,6
Package,"states",0,0,0,0,,0,,0,,0
Package,"states",1,45,9,23,,1,,0,,1
Package,"states",5,97,13,61,,5,,1,,5
Package,"states",7,125,24,76,,7,,3,,7
Function,"states.basis.basis",,47,6,28,2,,,1,4.67,
Function,"states.bb84.bb84",,38,4,26,1,,,0,6.50,
Function,"states.bell.bell",,56,12,34,5,,,0,2.83,
Function,"states.brauer.brauer",,67,8,46,2,,,1,5.75,
Function,"states.breuer.breuer",,42,7,24,2,,,1,3.43,
Function,"states.chessboard.chessboard",,56,11,36,3,,,1,3.27,
Function,"states.dicke.dicke",,66,13,40,4,,,1,3.08,
Function,"states.domino.domino",,98,22,60,10,,,0,2.73,
Function,"states.gen_bell.gen_bell",,96,3,73,1,,,0,24.33,
Function,"states.ghz.ghz",,76,14,44,6,,,1,3.14,
Function,"states.gisin.gisin",,64,13,39,2,,,1,3.00,
Function,"states.horodecki.horodecki",,152,41,92,5,,,1,2.24,
Function,"states.isotropic.isotropic",,56,3,43,1,,,0,14.33,
Function,"states.max_entangled.max_entangled",,56,6,36,3,,,1,6.00,
Function,"states.max_mixed.max_mixed",,66,4,43,2,,,1,10.75,
Function,"states.mutually_unbiased_basis._is_prime_power",,23,9,11,5,,,3,1.22,
Function,"states.mutually_unbiased_basis.mutually_unbiased_basis",,49,21,18,7,,,3,0.86,
Function,"states.pusey_barrett_rudolph.pusey_barrett_rudolph",,56,13,29,3,,,2,2.23,
Function,"states.singlet.singlet",,67,2,52,1,,,0,26.00,
Package,"states.tests",0,1,0,1,,0,,0,,0
Package,"states.tests",1,28,16,6,,1,,1,,2
Package,"states.tests",1,18,10,2,,1,,0,,1
Package,"states.tests",1,41,25,9,,1,,1,,3
Package,"states.tests",1,39,31,3,,1,,0,,2
Package,"states.tests",1,31,20,5,,1,,1,,2
Package,"states.tests",1,23,11,4,,1,,0,,3
Package,"states.tests",1,55,38,9,,1,,1,,3
Package,"states.tests",1,42,23,12,,1,,1,,3
Package,"states.tests",1,24,14,6,,1,,0,,1
Package,"states.tests",1,65,43,10,,1,,1,,4
Package,"states.tests",1,26,16,3,,1,,1,,2
Package,"states.tests",1,82,61,8,,1,,1,,4
